Dialogue_Id,Speaker,Emotion,Emotion_name,Utterance,Annotate(0/1)
,,,,,
165.0,sahil,2.0,anger,"obviously, and mind you rosesh mind you agar tumne mom ko kuch bhi bataya na toh tumhari wo cabre dancer ke atma ke saath saath tumhari atma ko bhi bhatka dunga mai",0
165.0,rosesh,0.0,neutral,"nehi nehi mai nehi, iye narad muni maharaj hai na",1
165.0,sahil,0.0,neutral,dad,0
,,,,,
166.0,maya,0.0,neutral,indu breakfast ke liye ayo na baba sab thanda ho raha hain. o newspaper bad me parna tum,0
166.0,indu,0.0,neutral,please,0
166.0,sahil,0.0,neutral,hi dad good morning mom,1
166.0,indu and maya,0.0,neutral,good morning,0
166.0,maya,4.0,joy,nasta karoge? okma banaye hai maine,0
,,,,,
167.0,indu,0.0,neutral,please,0
167.0,sahil,0.0,neutral,hi dad good morning mom,0
167.0,indu and maya,0.0,neutral,good morning,0
167.0,maya,4.0,joy,nasta karoge? okma banaye hai maine,0
167.0,sahil,0.0,neutral,nehi mai nasta karke aya hu,0
167.0,maya,4.0,joy,accha keya khaya naste me?,0
167.0,sahil,0.0,neutral,khaya nasta,0
167.0,maya,4.0,joy,i understand. me tumhare liye juice lati hu,0
167.0,sahil,0.0,neutral,dad mujhe aapke wo platinum cufflinks chahiye,1
167.0,indu,4.0,joy,"of course, ah parsu wali party ke liye chahiye kyun?",0
,,,,,
168.0,maya,4.0,joy,i understand. me tumhare liye juice lati hu,0
168.0,sahil,0.0,neutral,dad mujhe aapke wo platinum cufflinks chahiye,0
168.0,indu,4.0,joy,"of course, ah parsu wali party ke liye chahiye kyun?",1
168.0,maya,0.0,neutral,parsu kohi khash party me ja rahe ho?,0
,,,,,
169.0,maya,0.0,neutral,"of course sune hai, india ke opening batsman the, 1990",0
169.0,indu,0.0,neutral,nehi maya hamare gharke kisi ke muh se tumne vishal guha ka naam suna hai?,1
169.0,maya,4.0,joy,ohh now i understand vishal guha ne tumhe special party ke liye bulaya hai?,0
,,,,,
170.0,maya,4.0,joy,ohh now i understand vishal guha ne tumhe special party ke liye bulaya hai?,0
170.0,sahil,6.0,fear,ji mom,1
170.0,maya,0.0,neutral,aur tumne mujhe bataya nehi?,0
,,,,,
171.0,sahil,6.0,fear,ji mom,0
171.0,maya,0.0,neutral,aur tumne mujhe bataya nehi?,1
171.0,sahil,0.0,neutral,i wanted to surprise you,0
,,,,,
172.0,maya,5.0,sadness,lekin keya? i understand,0
172.0,sahil,0.0,neutral,app ko bura laga mom?,1
172.0,maya,1.0,contempt,"bura toh lagega hi na? itne special party ke liye tum monisha ko nehi le ja rahe, iye baat sunke us bechari ke liye bura toh lagega hi na? lekin you got to promise me that to make up for this, tum monisha ko uske favourite restaurant me khana khane le jaoge, sree sundar lunch home me rawa masala dosa, misar pau and ganga jamuna juice. promise me, promise me",1
,,,,,
173.0,indu,0.0,neutral,kyun mujhe aise dekh rahe tu? paper chahiye?,0
173.0,sahil,2.0,anger,mai kal ane wali paper ki headline soch raha tha ki ek sage bete ne appne bap ki goli mar kar hatya kar di,1
173.0,indu,6.0,fear,maya,0
,,,,,
174.0,sahil,0.0,neutral,hi monisha,0
174.0,monisha,4.0,joy,accha bye jugal. sahil ghar dekho na,1
174.0,sahil,4.0,joy,are wah ghar bilkul saaf sutra lag raha hai,0
,,,,,
175.0,monisha,4.0,joy,haa tum mujhe itni sandar party mai le ja rahe ho toh mai tumhare liye itna to kar hi sakti hu nah. i love you.,0
175.0,sahil,6.0,fear,i love you too. lekin,1
175.0,monisha,0.0,neutral,lekin keya?,0
,,,,,
176.0,sahil,6.0,fear,i love you too. lekin,0
176.0,monisha,0.0,neutral,lekin keya?,1
176.0,sahil,6.0,fear,lekin,0
,,,,,
177.0,sahil,6.0,fear,lekin,0
177.0,monisha,4.0,joy,"batao na, hickhicha kyun rahe ho? bolo",1
177.0,sahil,6.0,fear,monisha mai tumhe party me nehi le ja sakta. mai mom ko le ja raha hu. i hope you don't mind that,0
,,,,,
178.0,monisha,2.0,anger,"i hate you. kutte kamine haramzade. jab mujhe le kar hi nehi jana tha toh mujhe jhute sapne kyun dikhaye? mai iye ghar saaf e na karti na. jhute makkar mammi ke chamche. i hate you, mai ghar chorke ja rahi hu.",0
178.0,monisha,4.0,joy,sahil. keya hua? lekin keya? umma.,0
,,,,,
179.0,sahil,6.0,fear,monisha mai tumhe party me nehi le ja sakta. mai mom ko le ja raha hu. i hope you don't mind that,0
179.0,monisha,2.0,anger,"i hate you. kutte kamine haramzade. jab mujhe le kar hi nehi jana tha toh mujhe jhute sapne kyun dikhaye? mai iye ghar saaf e na karti na. jhute makkar mammi ke chamche. i hate you, mai ghar chorke ja rahi hu.",1
179.0,monisha,4.0,joy,sahil. keya hua? lekin keya? umma.,0
179.0,sahil,0.0,neutral,lekin tum acche kapre pahenna party ke liye,0
,,,,,
180.0,sahil,0.0,neutral,lekin tum acche kapre pahenna party ke liye,0
180.0,monisha,4.0,joy,"itni si baat, pata hai sahil maine ek neyi dress bhi khareed liye hain. pahenke dikhati hu haa?",0
180.0,sahil,6.0,fear,"oh my god, ab mera keya hoga? kaun bachayega mujhe?",1
,,,,,
181.0,sahil,4.0,joy,hi kismi,0
181.0,kismi,4.0,joy,"iye lo pere khao, mujhe naukri mil gayi hai.",1
181.0,sahil,0.0,neutral,congratulations! kaha pe?,0
,,,,,
182.0,maya,1.0,contempt,"monisha, sirf do invitations hai party ke liye.",0
182.0,monisha,0.0,neutral,to keya hua? royal club ke party main toh mai sabko le gayi thi.,1
182.0,maya,6.0,fear,ha to royal club ki party main sabki .. are you trying to say ki royal club ki party main hum sabke liye invitations nehi the?,0
,,,,,
183.0,maya,6.0,fear,ha to royal club ki party main sabki .. are you trying to say ki royal club ki party main hum sabke liye invitations nehi the?,0
183.0,monisha,0.0,neutral,ush party main toh mammi ji hum me se kisi ke liye hi invitation nehi tha,1
183.0,maya,7.0,surprise,what!,0
,,,,,
184.0,monisha,5.0,sadness,ha toh daddi ji ne kaha ki party karne ka bahat man kar kahe hai toh maine aise hi kahe diya ki chalo royal club. isme kaun sa bara pahar tut para?,0
184.0,maya,3.0,disgust,"monisha tum hamko uha aise hi le gayi, bagar invitations ke, aise hi",1
184.0,monisha,6.0,fear,"aise hi nehi le gayi thi mammi ji, maine coin toss kiya tha. heads to royal club tails toh chief minister ke private party.",0
,,,,,
185.0,maya,3.0,disgust,"monisha tum hamko uha aise hi le gayi, bagar invitations ke, aise hi",0
185.0,monisha,6.0,fear,"aise hi nehi le gayi thi mammi ji, maine coin toss kiya tha. heads to royal club tails toh chief minister ke private party.",1
185.0,maya,2.0,anger,"oh my god, are you crazy?",0
,,,,,
186.0,monisha,6.0,fear,ek pass ka do hazar rupay tha. maine dash hazar rupay bachaye na?,0
186.0,maya,2.0,anger,"are jaa dash hazar rupay, agar uha kisi ko pata chal jata ke hamare pas invitations nehi hai toh",1
186.0,monisha,4.0,joy,mujse toh pucha bhi tha. jab maine dry fruit ka halwa tiffin mei pack kar dene ke liye kaha tha na waiters se toh,0
,,,,,
187.0,monisha,4.0,joy,mujse toh pucha bhi tha. jab maine dry fruit ka halwa tiffin mei pack kar dene ke liye kaha tha na waiters se toh,0
187.0,sahil,6.0,fear,monisha,0
187.0,maya,2.0,anger,sahil mujhe abhi ke abhi ish paper me mujhe dastakhat karke do,1
187.0,sahil,6.0,fear,lekin iye toh blank paper hai mom,0
187.0,maya,2.0,anger,dont worry. divorce ki conditions mai likh dungi,1
187.0,monisha,5.0,sadness,sahil mai ghar chor ke jaa rahi hu,0
,,,,,
188.0,sahil,6.0,fear,lekin iye toh blank paper hai mom,0
188.0,maya,2.0,anger,dont worry. divorce ki conditions mai likh dungi,1
188.0,monisha,5.0,sadness,sahil mai ghar chor ke jaa rahi hu,1
188.0,sahil,0.0,neutral,"ek minute monisha, monisha. mom, please lets come back to the point. all right. maine do trophies kharide hai, universal company ki. jisme se ek trophy maine mom aapke ghar me chupayi hai, jis par likha hai world's best mother haha aur dusri trophy maine monisha aapne ghar pe chupayi hai jispar likha hai world's best wife.",0
,,,,,
189.0,kismi,0.0,neutral,haa,0
189.0,monisha,0.0,neutral,matlab pressure cooker?,1
189.0,kismi,7.0,surprise,haa?,0
,,,,,
190.0,monisha,0.0,neutral,matlab pressure cooker?,0
190.0,kismi,7.0,surprise,haa?,0
190.0,monisha,4.0,joy,"nehi. are haa, mere guest bedroom ka pankha. rosesh bhaiya atmahatya ka dhamki dekar usi pankhe par latak kar jor jor se ro rahe the pichle mahine.",1
,,,,,
191.0,kismi,0.0,neutral,kyun?,0
191.0,monisha,4.0,joy,daddy ji ne pankha on kar diya tha na.,1
191.0,kismi,4.0,joy,hahahaha,0
,,,,,
192.0,maya,0.0,neutral,chuha. dont you remember pichle saal monisha ke ghar pe mota sa chuha aapne pure joint family ko le karke saath me rahne aa geya tha.,0
192.0,rosesh,0.0,neutral,toh abhi bhi wo wohi honge?,1
192.0,maya,1.0,contempt,of course uha honge. abhi tak toh chuhe ne uha ke liye ration card bhi banwa liya hoga. imandari se monisha ko kiraya bhi deta hoga wo.,0
,,,,,
193.0,rosesh,0.0,neutral,toh abhi bhi wo wohi honge?,0
193.0,maya,1.0,contempt,of course uha honge. abhi tak toh chuhe ne uha ke liye ration card bhi banwa liya hoga. imandari se monisha ko kiraya bhi deta hoga wo.,1
193.0,rosesh,4.0,joy,mom you are so funny,0
,,,,,
194.0,maya,0.0,neutral,"infact monisha aur chuha diwali pe ek dusre ko gifts dete honge acche paroshi ke tarah. ek minute, ush second clue dikhao. usse confirmation mil jayegi humko. haa, iye raha.",1
194.0,maya,6.0,fear,"wo trophy ahi kahi hai apne ghar pe, uha nehi.",0
,,,,,
195.0,rosesh,4.0,joy,mom you are so funny,0
195.0,maya,0.0,neutral,"infact monisha aur chuha diwali pe ek dusre ko gifts dete honge acche paroshi ke tarah. ek minute, ush second clue dikhao. usse confirmation mil jayegi humko. haa, iye raha.",0
195.0,maya,6.0,fear,"wo trophy ahi kahi hai apne ghar pe, uha nehi.",1
195.0,rosesh,7.0,surprise,kaise?,0
,,,,,
196.0,monisha,2.0,anger,trophy mili?,0
196.0,madhusudhan,0.0,neutral,"bad me, bad me. juice bad me. pehle trophy dhundo.",0
196.0,monisha,7.0,surprise,aah,0
,,,,,
197.0,sahil,4.0,joy,how is it going?,0
197.0,monisha,5.0,sadness,"maine pura ghar chan mara sahil, trophy kahi nehi mil rahi hai.",1
197.0,sahil,0.0,neutral,"dhundo dhundo dhundo. party main saath chalna hai na mere sath? come on, come on. dhundo.",0
,,,,,
198.0,monisha,5.0,sadness,"maine pura ghar chan mara sahil, trophy kahi nehi mil rahi hai.",0
198.0,sahil,0.0,neutral,"dhundo dhundo dhundo. party main saath chalna hai na mere sath? come on, come on. dhundo.",1
198.0,monisha,4.0,joy,"haa, lekin. accha, by the way, tunme jo mujpe inzaam lagaya tha na ki maine tumhara favourite pen kho diya hai, wo mil geya.",0
,,,,,
199.0,monisha,4.0,joy,"haa, lekin. accha, by the way, tunme jo mujpe inzaam lagaya tha na ki maine tumhara favourite pen kho diya hai, wo mil geya.",0
199.0,sahil,0.0,neutral,well,0
199.0,monisha,0.0,neutral,"aur iye dekho, tumhari khoyi huyi tie bhi mili fridge me se. aur maine jo tumpe inzaam lagaya tha ke tum apna goggles clinic me bhul aye hoge",1
,,,,,
200.0,monisha,0.0,neutral,haa.,0
200.0,sahil,0.0,neutral,look,0
200.0,monisha,4.0,joy,"aur iye jisme tha na sahil, wo purana cooker bhi mil geya hai. dekho.",1
,,,,,
201.0,sahil,0.0,neutral,look,0
201.0,monisha,4.0,joy,"aur iye jisme tha na sahil, wo purana cooker bhi mil geya hai. dekho.",1
201.0,sahil,4.0,joy,very good,0
,,,,,
202.0,monisha,4.0,joy,"aur iye jisme tha na sahil, wo purana cooker bhi mil geya hai. dekho.",0
202.0,sahil,4.0,joy,very good,1
202.0,monisha,1.0,contempt,"aur haa, tumne jo mujse itne confidently kaha tha ki maine tumhari favourite kitaab raddi wali ko bech di hogi",0
,,,,,
203.0,sahil,4.0,joy,very good,0
203.0,monisha,1.0,contempt,"aur haa, tumne jo mujse itne confidently kaha tha ki maine tumhari favourite kitaab raddi wali ko bech di hogi",1
203.0,sahil,0.0,neutral,mili?,0
,,,,,
204.0,monisha,1.0,contempt,"aur haa, tumne jo mujse itne confidently kaha tha ki maine tumhari favourite kitaab raddi wali ko bech di hogi",0
204.0,sahil,0.0,neutral,mili?,1
204.0,monisha,0.0,neutral,haa,0
,,,,,
205.0,sahil,0.0,neutral,mili?,0
205.0,monisha,0.0,neutral,haa,1
205.0,sahil,4.0,joy,good,0
,,,,,
206.0,sahil,4.0,joy,good,0
206.0,monisha,0.0,neutral,"iye dekho. aa, thori si kutar liye chuho ne, lekin mil gaye.",1
206.0,sahil,0.0,neutral,"monisha, monisha meri iye novel parni baki thi. ab iska end chuho se puchna parega.",0
,,,,,
207.0,rosesh,0.0,neutral,"okay momma, ish clue ke hisaab se iye",0
207.0,maya,1.0,contempt,"rosesh, wo trophy tumhare kaan me toh nehi hogi na?",0
207.0,rosesh,5.0,sadness,"oh right momma, agar hoti toh mujhe toh pata chalta hi. lekin momma kaha chupayi hoge sahil bhai ne trophy? maine ek ek kona chan mara hai. iye dekhiye, 27 wa namkeen ka packet. aur iye bag bharke faltu jokes pokes. aur iye, sabun ke dibbe ke andar chocolates. pata nehi kaha rakhi hogi. isme se bhi? mere lagbhag 135 kavitaye dad ne chupahi he. see this one was my favourite momma. gutter ka medhak, trau trau trau",1
,,,,,
208.0,rosesh,0.0,neutral,right,0
208.0,maya,0.0,neutral,monisha se pahle sahil ke samne hume wo trophy rakhni hai na,1
208.0,rosesh,6.0,fear,toh ab keya kare momma?,0
,,,,,
209.0,rosesh,6.0,fear,toh ab keya kare momma?,0
209.0,maya,0.0,neutral,well wo trophy nehi mil rahi hai toh market se ek aaise hi dusri trophy le karke hum sahil ko de sakti hai nehi?,1
209.0,rosesh,0.0,neutral,you mean aise hi trophy khareed karke hum sahil bhai se kahenge ki sahil bhai hum e trophy mil gayi,0
,,,,,
210.0,rosesh,0.0,neutral,you mean aise hi trophy khareed karke hum sahil bhai se kahenge ki sahil bhai hum e trophy mil gayi,0
210.0,maya,0.0,neutral,ha,1
210.0,rosesh,1.0,contempt,momma,0
,,,,,
211.0,rosesh,1.0,contempt,momma,0
211.0,maya,0.0,neutral,"are rosesh iye ek choti si innocent si bilkul masum si nirdosh cheating kahi ja sakti hai lekin acche kam ke liye hai. sahil ki bhalai ke liye hai. jara socho, agar sahil monisha ko le karke ush party me jayega toh uske reputation ka keya hoga? isi liye ek chota sa jhunt bolna is not wrong na? is not wrong na?",1
211.0,rosesh,0.0,neutral,no. krishna bhagwan ne bhi iye hi kaha hai ki jisme dusro ki bhalai ho aisa jhoot bol sakta hai.,0
,,,,,
212.0,maya,0.0,neutral,right,0
212.0,rosesh,0.0,neutral,toh momma chaliye na duplicate trophy le kar aye,1
212.0,maya,4.0,joy,kam me deri kyun? maine already wo trophy khareed ke rakh liye hai.,0
,,,,,
213.0,rosesh,0.0,neutral,toh momma chaliye na duplicate trophy le kar aye,0
213.0,maya,4.0,joy,kam me deri kyun? maine already wo trophy khareed ke rakh liye hai.,1
213.0,rosesh,4.0,joy,momma,0
,,,,,
214.0,sahil,6.0,fear,ji dad,0
214.0,indu,0.0,neutral,"age mat ana, age mat bar, tere sath party me jaane ka hak sirf monisha ko hai",1
214.0,sahil,2.0,anger,i know that dad,0
,,,,,
215.0,sahil,2.0,anger,i know that dad,0
215.0,indu,0.0,neutral,age mat bar nehi toh fek dunga,1
215.0,sahil,0.0,neutral,dad niche kisi ke gar khari hogi,0
,,,,,
216.0,indu,0.0,neutral,age mat bar nehi toh fek dunga,0
216.0,sahil,0.0,neutral,dad niche kisi ke gar khari hogi,1
216.0,indu,4.0,joy,accha are wah teri gari khari hai. feku?,0
,,,,,
217.0,sahil,0.0,neutral,dad niche kisi ke gar khari hogi,0
217.0,indu,4.0,joy,accha are wah teri gari khari hai. feku?,1
217.0,sahil,6.0,fear,nehi,0
,,,,,
218.0,indu,4.0,joy,chor du?,0
218.0,sahil,6.0,fear,"ai, keya chor dijiye.",0
218.0,monisha,0.0,neutral,nehi nehi nehi nehi nehi. mera matlab hai sahil ki trophy sahil ko wapas kar diiiye,1
218.0,indu,0.0,neutral,are par?,0
,,,,,
219.0,sahil,6.0,fear,"mai nehi bata sakta ki trophy kaha chupake rakhi hai, kyunki actually mai kohi trophy kharidi nehi hai",0
219.0,monisha,7.0,surprise,keya?,0
219.0,indu,2.0,anger,yani dono ghoro me se kahi bhi trophy nehi hai.,1
219.0,sahil,2.0,anger,aur iye sab aap ki waja se ho rahe he narad muni ji,0
,,,,,
220.0,monisha,7.0,surprise,keya?,0
220.0,indu,2.0,anger,yani dono ghoro me se kahi bhi trophy nehi hai.,0
220.0,sahil,2.0,anger,aur iye sab aap ki waja se ho rahe he narad muni ji,0
220.0,indu,0.0,neutral,"kyun kyun kyun, maine keya kiya?",0
220.0,rosesh,4.0,joy,"iye yoopie, sahil bhai guess mom aapke liye keya le kar ayi hai",0
220.0,maya,1.0,contempt,"hahahaha mil gayi trophy, world's best mother. are nehi mili monisha ko abhi tak?",0
220.0,rosesh,4.0,joy,"momma is a genius. sare clues aise padke faatak se unone. aaplog aise keya dekh rahi hai, mujhe saram aa rahi hai",1
220.0,monisha,0.0,neutral,"mammi ji, sahil ne kohi trophy chupai hi nehi thi",0
,,,,,
221.0,maya,1.0,contempt,"hahahaha mil gayi trophy, world's best mother. are nehi mili monisha ko abhi tak?",0
221.0,rosesh,4.0,joy,"momma is a genius. sare clues aise padke faatak se unone. aaplog aise keya dekh rahi hai, mujhe saram aa rahi hai",0
221.0,monisha,0.0,neutral,"mammi ji, sahil ne kohi trophy chupai hi nehi thi",1
221.0,maya,7.0,surprise,oh,0
,,,,,
222.0,indu,0.0,neutral,"kyun kyun kyun, maine keya kiya?",0
222.0,rosesh,4.0,joy,"iye yoopie, sahil bhai guess mom aapke liye keya le kar ayi hai",0
222.0,maya,1.0,contempt,"hahahaha mil gayi trophy, world's best mother. are nehi mili monisha ko abhi tak?",1
222.0,rosesh,4.0,joy,"momma is a genius. sare clues aise padke faatak se unone. aaplog aise keya dekh rahi hai, mujhe saram aa rahi hai",0
222.0,monisha,0.0,neutral,"mammi ji, sahil ne kohi trophy chupai hi nehi thi",0
222.0,maya,7.0,surprise,oh,0
222.0,indu,1.0,contempt,kitne ne kharidi iye trophy mahamaya?,0
,,,,,
223.0,maya,7.0,surprise,oh,0
223.0,indu,1.0,contempt,kitne ne kharidi iye trophy mahamaya?,1
223.0,maya,6.0,fear,"hahahaha, maine keya kaha tha? indu jarur tumhara iye trick pakar lega. nikalo hazar rupay, nikalo come on",0
,,,,,
224.0,sahil,2.0,anger,aur iye sab aap ki waja se ho rahe he narad muni ji,0
224.0,indu,0.0,neutral,"kyun kyun kyun, maine keya kiya?",0
224.0,rosesh,4.0,joy,"iye yoopie, sahil bhai guess mom aapke liye keya le kar ayi hai",0
224.0,maya,1.0,contempt,"hahahaha mil gayi trophy, world's best mother. are nehi mili monisha ko abhi tak?",0
224.0,rosesh,4.0,joy,"momma is a genius. sare clues aise padke faatak se unone. aaplog aise keya dekh rahi hai, mujhe saram aa rahi hai",0
224.0,monisha,0.0,neutral,"mammi ji, sahil ne kohi trophy chupai hi nehi thi",0
224.0,maya,7.0,surprise,oh,0
224.0,indu,1.0,contempt,kitne ne kharidi iye trophy mahamaya?,0
224.0,maya,6.0,fear,"hahahaha, maine keya kaha tha? indu jarur tumhara iye trick pakar lega. nikalo hazar rupay, nikalo come on",0
224.0,indu,1.0,contempt,"hahahah, kapti kumari ab aise mat batao ki tumhe pata hi nehi hai [phone rings]",0
224.0,sahil,4.0,joy,"shh shh, vishal guha ji ka phone hai. hello, keya? haha, thank you that's wonderful news, aapne mere bahat bari problem solve kar di.",1
,,,,,
225.0,sahil,4.0,joy,"shh shh, vishal guha ji ka phone hai. hello, keya? haha, thank you that's wonderful news, aapne mere bahat bari problem solve kar di.",0
225.0,maya,4.0,joy,sabko jana hai hahahaha,0
225.0,sahil,0.0,neutral,"mom dad monisha rosesh, the party is cancelled.",1
,,,,,
226.0,monisha,0.0,neutral,"mammi ji, sahil ne kohi trophy chupai hi nehi thi",0
226.0,maya,7.0,surprise,oh,0
226.0,indu,1.0,contempt,kitne ne kharidi iye trophy mahamaya?,0
226.0,maya,6.0,fear,"hahahaha, maine keya kaha tha? indu jarur tumhara iye trick pakar lega. nikalo hazar rupay, nikalo come on",0
226.0,indu,1.0,contempt,"hahahah, kapti kumari ab aise mat batao ki tumhe pata hi nehi hai [phone rings]",0
226.0,sahil,4.0,joy,"shh shh, vishal guha ji ka phone hai. hello, keya? haha, thank you that's wonderful news, aapne mere bahat bari problem solve kar di.",0
226.0,maya,4.0,joy,sabko jana hai hahahaha,0
226.0,sahil,0.0,neutral,"mom dad monisha rosesh, the party is cancelled.",0
226.0,maya,5.0,sadness,oh,0
226.0,sahil,0.0,neutral,monisha tumne jo kuch bhi kiya that was very very sweet.,1
226.0,monisha,4.0,joy,waise tum bhi mere liye kuch kar sakti ho sahil.,0
,,,,,
227.0,sahil,0.0,neutral,batao,0
227.0,monisha,4.0,joy,"pata hai bachpan se mujhe ek iccha thi, ke mai visha guha ke saath one tappe cricket khelu. tum use request karo na please",1
227.0,sahil,1.0,contempt,okay,0
,,,,,
228.0,monisha,4.0,joy,mai,0
228.0,vishal guha,0.0,neutral,chalo,0
228.0,indu,4.0,joy,i will be the runner,1
228.0,monisha,6.0,fear,dhire daliyega dhire daliyega please dhire daliyega,0
,,,,,
229.0,maya,0.0,neutral,"vishal ji i am so sorry, monisha ki jidh thi ki hum log ish tara se corridor me cricket khele toh",0
229.0,vishal guha,0.0,neutral,nehi nehi kohi baat nehi hamari cricket career ki suruwat bhi corridor se hi huyi hai,0
229.0,indu,4.0,joy,accha chaliye chaliye chaliye vishal ji game suru kijiye chaliye,0
229.0,vishal guha,0.0,neutral,bat kaun karega?,0
229.0,monisha,4.0,joy,mai,0
229.0,vishal guha,0.0,neutral,chalo,0
229.0,indu,4.0,joy,i will be the runner,0
229.0,monisha,6.0,fear,dhire daliyega dhire daliyega please dhire daliyega,1
229.0,maya,3.0,disgust,monisha please ish floor pe aur bhi log rahte hai,0
,,,,,
230.0,maya,3.0,disgust,monisha please ish floor pe aur bhi log rahte hai,0
230.0,monisha,0.0,neutral,"mammi ji, iye dono toh bahar geye hue hai",0
230.0,indu,4.0,joy,aur ab tak toh in logo ne toh police complaint bhi kar diye honge hamare khilaaf,1
230.0,maya,7.0,surprise,what,0
,,,,,
231.0,sahil,0.0,neutral,"nehi nehi nehi he is just joking. vishal ji, bowled kijiye out kijiye chaliye",0
231.0,monisha,0.0,neutral,nehi,0
231.0,sahil,4.0,joy,out!,0
,,,,,
232.0,monisha,0.0,neutral,nehi,0
232.0,sahil,4.0,joy,out!,1
232.0,monisha,5.0,sadness,not out not out not out not out na,0
,,,,,
233.0,maya,7.0,surprise,what,0
233.0,sahil,0.0,neutral,"nehi nehi nehi he is just joking. vishal ji, bowled kijiye out kijiye chaliye",0
233.0,monisha,0.0,neutral,nehi,0
233.0,sahil,4.0,joy,out!,0
233.0,monisha,5.0,sadness,not out not out not out not out na,0
233.0,vishal guha,0.0,neutral,nehi neh ek tappi out,0
233.0,monisha,2.0,anger,dhat teriki,1
233.0,maya,3.0,disgust,"monisha say oh no, dhat teriki is so middle class",0
,,,,,
234.0,maya,4.0,joy,hey listen children agle monday ko indravadan ke 55th birthday hai. mai soch rahi hu ke ek surprise party organize kare,0
234.0,monisha,4.0,joy,"aree wahh mammi ji, sankar sagar hotel me karte hai. waha ka sabudana pure world me famous hai",1
234.0,maya,1.0,contempt,monisha world ko pata bhi nehi hoga ki sabudana keya hai,0
,,,,,
235.0,maya,1.0,contempt,monisha world ko pata bhi nehi hoga ki sabudana keya hai,0
235.0,monisha,0.0,neutral,"lekin mammi ji, uha par paubhaji ke saath cola aur papad free milta hai",1
235.0,maya,1.0,contempt,hum log sankar sagar hotel main definitely nehi rakhenge haa.,0
,,,,,
236.0,maya,1.0,contempt,hum log sankar sagar hotel main definitely nehi rakhenge haa.,0
236.0,maya,0.0,neutral,"and this time i thought lets have a theme party. animals. hum log sab animals banenge. mai hiran, sahil horse and monisha chipkali",1
,,,,,
237.0,monisha,0.0,neutral,"lekin mammi ji, uha par paubhaji ke saath cola aur papad free milta hai",0
237.0,maya,1.0,contempt,hum log sankar sagar hotel main definitely nehi rakhenge haa.,0
237.0,maya,0.0,neutral,"and this time i thought lets have a theme party. animals. hum log sab animals banenge. mai hiran, sahil horse and monisha chipkali",1
237.0,monisha,5.0,sadness,chipkali?,0
,,,,,
238.0,maya,0.0,neutral,"and this time i thought lets have a theme party. animals. hum log sab animals banenge. mai hiran, sahil horse and monisha chipkali",0
238.0,monisha,5.0,sadness,chipkali?,1
238.0,maya,3.0,disgust,"haa, wo middle class logo ki ghore me tubelight ke aaspas ghumti hai na wo chipkali",0
,,,,,
239.0,rosesh,4.0,joy,okay okay everybody. maine guest ko invite karne ke liye ek chota sa writeup likha hai.,0
239.0,sahil,0.0,neutral,post karke ayo,1
239.0,rosesh,0.0,neutral,pahle suniye toh sahi. momma.,0
,,,,,
240.0,maya,0.0,neutral,hmm sunao,0
240.0,rosesh,0.0,neutral,"indu sarabhai agar papad hote, toh hum likhte pichle pachpan saal se masur kurkure swadist, shenkne main asan, lekin wo papad nehi hai, wo toh hai insaan, aiyega unki 55th birthday ke party main, dinner hoga italian, nahi puri polao aur du mistan farzaan",1
240.0,maya,4.0,joy,haha lovely,0
,,,,,
241.0,sahil,0.0,neutral,post karke ayo,0
241.0,rosesh,0.0,neutral,pahle suniye toh sahi. momma.,0
241.0,maya,0.0,neutral,hmm sunao,0
241.0,rosesh,0.0,neutral,"indu sarabhai agar papad hote, toh hum likhte pichle pachpan saal se masur kurkure swadist, shenkne main asan, lekin wo papad nehi hai, wo toh hai insaan, aiyega unki 55th birthday ke party main, dinner hoga italian, nahi puri polao aur du mistan farzaan",1
241.0,maya,4.0,joy,haha lovely,0
241.0,sahil,1.0,contempt,ho geya?,0
,,,,,
242.0,sahil,1.0,contempt,ho geya?,0
242.0,rosesh,4.0,joy,how was it?,1
242.0,sahil,4.0,joy,"it was. mom, party main aur keya karenge?",1
,,,,,
243.0,monisha,5.0,sadness,chipkali?,0
243.0,maya,3.0,disgust,"haa, wo middle class logo ki ghore me tubelight ke aaspas ghumti hai na wo chipkali",0
243.0,rosesh,4.0,joy,okay okay everybody. maine guest ko invite karne ke liye ek chota sa writeup likha hai.,0
243.0,sahil,0.0,neutral,post karke ayo,0
243.0,rosesh,0.0,neutral,pahle suniye toh sahi. momma.,0
243.0,maya,0.0,neutral,hmm sunao,0
243.0,rosesh,0.0,neutral,"indu sarabhai agar papad hote, toh hum likhte pichle pachpan saal se masur kurkure swadist, shenkne main asan, lekin wo papad nehi hai, wo toh hai insaan, aiyega unki 55th birthday ke party main, dinner hoga italian, nahi puri polao aur du mistan farzaan",0
243.0,maya,4.0,joy,haha lovely,0
243.0,sahil,1.0,contempt,ho geya?,0
243.0,rosesh,4.0,joy,how was it?,0
243.0,sahil,4.0,joy,"it was. mom, party main aur keya karenge?",1
243.0,monisha,4.0,joy,"housie khelenge. tambola, full house ka 500 rupaiya.",0
,,,,,
244.0,maya,1.0,contempt,"what fun, fir tumko kahne ka chance milega, two fat ladies eighty-eight, two thin legs, number eleven",0
244.0,monisha,4.0,joy,unlucky number?,0
244.0,rosesh,4.0,joy,one three thirteen. yippee.,0
244.0,maya,2.0,anger,humlog tambola hargis nehi khelenge okay?,0
