Sr No.,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID
1375,"are bed par hum, mera aur monisha ka pura sansar para hai dad, keya jage, what's wrong with you? come on get up. ",sahil,anger,53,15
1376,oh ho sansar,indu,sadness,53,16
1377,that's better chalo,sahil,neutral,53,17
1378,"idhar aao, pakro iha se, pakro chadar pakro, haa okay kincho kinch kinch",indu,neutral,53,18
1379,are dad! ,sahil,neutral,53,19
1380,"chalo bohot sare jage ho geyi come on come on come on sit down, pick up your glasses, come on. ",indu,neutral,53,20
1381,"bachelorhood aisa hi hota hai, jab mai scotland me parta tha na toh uha toh chaaye khana sab kudh hi banana parta tha. mai toh chaaye bhi mahine me sirf ek bar banata tha",indu,neutral,53,21
1382,aur baki ke din? ,sahil,neutral,53,22
1383,"yaane ek sath tish chalish cup chaaye bana leta tha. ek cup chaaye pi, aur baki ki chaaye deep fridge me. ",indu,neutral,53,23
1384,chaaye deep fridge me? ,sahil,surprise,53,24
1385,aur pata hai kabhi labhi kohi chipku dost aa jaye na khana khane jabardasti toh use bhi desert mei indian tea cake. ,indu,joy,53,25
1386,dad chaaye bar bar garam karne se na chaaye me jahar fel jata pata hai? ,sahil,contempt,53,26
1387,"are mera roommate tha na jo denish, wo toh dhai dhai mahine purane chai kha leta tha. suru suru mai",indu,neutral,53,27
1388,suru suru mai matlab?,sahil,surprise,53,28
1389,"bad mei toh wo marte marte bacha na, food poisoning se. ",indu,neutral,53,29
1390,"nehi nehi meri chaaye kha kar nehi, mere alu bhindi ke sabji pi kar. ",indu,joy,53,30
1391,aaplog sabzi pite the? ,sahil,surprise,53,31
1392,"ha iye sabzi katne watne ki jhanjhat kaun kare? alu aur bhindi mixer me daali, wooo nikala, cooker mai dala, sabxi taiyaar are garam garam roti ke sath wo khane ka maza hi kuch aur tha ",indu,joy,53,32
1393,accha garam garam rotiya toh khate the,sahil,neutral,53,33
1394,"nehi, baa bhejti thi na frozen chapathies kabhi kabhi. ",indu,neutral,53,34
1395,toh wo garam kaise karte the? ,sahil,neutral,53,35
1396,"are tu keya hume adimanab samaztha ha keya? gufa mai rahte the humlog kitne modern appliances the uha par. ironing board tha, istiri thi, bas frozen chapathi bistar ke niche se nikali, isti ki, garam garam khao. ",indu,joy,53,36
1397,pata ehi kyun suddenly monisha bahat civilized lagne lagi hai. ,sahil,contempt,53,37
1398,"sahil bhai sahil bhai ek aur cockroach mila, keya karu iska? ",rosesh ,neutral,53,38
1399,"rosesh fenk de use, fenk de beta. ",indu,fear,53,39
1400,ek minute rosesh,sahil,neutral,53,40
1401,"sahil nehi, karna keya chata hai sahil? sahil nehi, no sahil, sahil fenk de use, i am your dad, okay? ",indu,fear,53,41
1402,aap room ki safai karenge? ,sahil,neutral,53,42
1403,"thik hai apun baith ke bat karta hai, use fenk na tu",indu,fear,53,43
1404,okay ,sahil,neutral,53,44
1405,he he nehi nehi. accha okay okay. jhaaru kaha hai? jhaaru kaha hai? i will help you. ,indu,fear,53,45
1406,that's better ,sahil,joy,53,46
1407,this is not fair momma. main kyun jabardasti bachelorhood ki life jiu? mai toh bachelor hi hun. ,rosesh,sadness,54,0
1408,flow with the tide sweety. bohot maza ayega tumko uha. monisha ke ghar. ,maya,contempt,54,1
1409,keise maza ayega momma? uha pure ke pure dad honge. ,rosesh,sadness,54,2
1410,"don't worry, wo tumhe pareshan nehi karenge. ",maya,neutral,54,3
1411,"unone already suru kar diya hain momma. mujhe dekh karke kaha bhi, hey bai paani la. ",rosesh,sadness,54,4
1412,"agar tumhe wo bai kahke bulaye na, toh bas ignore him, jawab mat dena. ",maya ,neutral,54,5
1413,maine jawab nehi diya momma,rosesh,neutral,54,6
1414,good,maya,joy,54,7
1415,"toh unone chappal fenkke mara. aur maine kaha dad, aap aisa kaise kar sakte hai. toh unone dushra chappal fenkke mara. aur kaha aise. ",rosesh,sadness,54,8
1416,"uff that man. i tell you use pata bhi hai ki nehi he is your father. dad, baap.  ",maya,contempt,54,9
1417,"wahi toh, aur ab bachelor ke tarah jine wale hai, toh unhe pura ka pura maidan mil jayega mujhe rag karne ka. ",rosesh,sadness,54,10
1418,"oh ho, you don't worry. mai sahil se kahe dungi ki wo indravadan ko roke, okay? ",maya,neutral,54,11
1419,"sahil bhai bhi unhi ke sath hai momma. jab dad ne kaha ki hey bai, pani le kar aa, toh sahil bhai ne kaha dad please aap ish tarah apaman mat kijiye",rosesh,neutral,54,12
1420,see i told you,maya,joy,54,13
1421,"bai ka apaman mat kijiye. aur fir donone ek dusre ko high five diya, hihi karke hase, aur rapist ki tarah mukh banakar ke bola rosesh ab tera kuch nehi ho sakta, tujhe hamse kohi nehi bacha sakta, hihihahaha",rosesh,sadness,54,14
1422,"oh, rosesh you have to stand up to them. agar tum ish tarah darte rahoge toh naturally wo tumhe darayenge. abhi ki abhi sina taan ke kahe dena chahihe ke aap ki ragging nehi chalegi okay. ",maya,anger,54,15
1423,"okay, yippee. ja kar kahe dijiye dono ko ",rosesh,anger,54,16
1424,"mai nehi tum rosesh. dekho rosesh monisha ke sath rehna mere liye bhi toh asan nehi hai na? wo constantly fan ka regulator kam karti rahti hai bijli bachane ke liye, mai agar fridge kholti hu toh mere piche piche akar ke khadi wo jati hai thand wosul karne ke liye ",maya,contempt,54,17
1425,neyi toothpaste na kholni pare isliye namak se dant saaf karti hai ,maya,disgust,54,18
1426,"oh, subhe dudh wala bhaiya wo tetrapack chor ke jata hai, usko bhi kahta hai thora aur do na bhaiya. but i will have to deal with it nehi? ",maya,contempt,54,19
1427,"tum bhi jao, give it back to them. keya kahoge uha jake? ",maya,neutral,54,20
1428,are magar mai toh hu hi middle class,monisha,neutral,55,0
1429,"toh usme change lao na meri ma. middle class madam, har cheez mai middle class hona jaruri hai? ice-cream parlour wale ko tum bhaiya ji kahte ho? dhobi se mukt me rumal istri karate ho. dusro ki saadi main pandra-bish photo khicwate ho. ",maya,disgust,55,1
1430,"chup! high society ki....jab se ish ghar main ayi hun, tab se bak bak bak bak fm radio ki tarah. ",monisha,anger,55,2
1431,hey listen children agle monday ko indravadan ke 55th birthday hai. mai soch rahi hu ke ek surprise party organize kare ,maya,joy,56,0
1432,"aree wahh mammi ji, sankar sagar hotel me karte hai. waha ka sabudana pure world me famous hai ",monisha,joy,56,1
1433,monisha world ko pata bhi nehi hoga ki sabudana keya hai ,maya,contempt,56,2
1434,"lekin mammi ji, uha par paubhaji ke saath cola aur papad free milta hai ",monisha,neutral,56,3
1435,hum log sankar sagar hotel main definitely nehi rakhenge haa.,maya,contempt,56,4
1436,"and this time i thought lets have a theme party. animals. hum log sab animals banenge. mai hiran, sahil horse and monisha chipkali",maya,neutral,56,5
1437,chipkali?,monisha,sadness,56,6
1438,"haa, wo middle class logo ki ghore me tubelight ke aaspas ghumti hai na wo chipkali",maya,disgust,56,7
1439,okay okay everybody. maine guest ko invite karne ke liye ek chota sa writeup likha hai. ,rosesh,joy,56,8
1440,post karke ayo,sahil,neutral,56,9
1441,pahle suniye toh sahi. momma.,rosesh,neutral,56,10
1442,hmm sunao,maya,neutral,56,11
1443,"indu sarabhai agar papad hote, toh hum likhte pichle pachpan saal se masur kurkure swadist, shenkne main asan, lekin wo papad nehi hai, wo toh hai insaan, aiyega unki 55th birthday ke party main, dinner hoga italian, nahi puri polao aur du mistan farzaan ",rosesh,neutral,56,12
1444,haha lovely ,maya,joy,56,13
1445,ho geya? ,sahil,contempt,56,14
1446,how was it?,rosesh,joy,56,15
1447,"it was. mom, party main aur keya karenge?",sahil,joy,56,16
1448,"housie khelenge. tambola, full house ka 500 rupaiya.  ",monisha,joy,56,17
1449,"what fun, fir tumko kahne ka chance milega, two fat ladies eighty-eight, two thin legs, number eleven",maya,contempt,56,18
1450,unlucky number?,monisha,joy,56,19
1451,one three thirteen. yippee. ,rosesh,joy,56,20
1452,humlog tambola hargis nehi khelenge okay?,maya,anger,56,21
1453,hi guys,indu,neutral,56,22
1454,dad dekhiye mai aapke liye keya likha hai ,rosesh,joy,56,23
1455,no,sahil,fear,56,24
1456,daddy ji suniye na hum aapko sur,monisha,joy,56,25
1457,monisha monisha its your turn ,sahil,neutral,56,26
1458,"haa monisha bolo, aaplog mujhe sir keya?",indu,neutral,56,27
1459,"sir kahke bulanyenge, iye soch rahe the humlog. aajse tumko sir indravadan sarabhai kahke bulayenge. subha se suru ho jayenge, sir dudh pi lijiye sir. excercise kar lijiye sir. naha lijiye sir. monisha ke tarah nakhun mat chabaiye sir. ",maya,anger,56,28
1460,"darwaja jor se mat slam karo monisha, macchar marke wow chowtha macchar mara bat bolo monisha",maya,contempt,56,29
1461,sir sir ,sahil,neutral,56,30
1462,"ha, sir, do hat se roti mat toro sir etc etc. isliye sir ",maya,contempt,56,31
1463,"accha mai samjha tumlogo ne surprise party ki baat kar rahi ho, wo theme wali, animal wali jisme sab animals banenge. ",indu,joy,56,32
1464,rosesh ko toh mask pahenne ke bhi jarurat nehi hai,indu,joy,56,33
1465,"you heard it, you heard it. ",maya,anger,56,34
1466,"hahahaha, diwaro bhi kan hota hai maya, and concealed mike bhi. hahaha. this room bugged ",indu,joy,56,35
1467,"anyway, now as the surprise is out, mai tumhe bata hu ke maine iye socha hai ke ish saal tum jo gift mangoge, mai dungi. i mean mere bas me hua toh ha",maya,neutral,56,36
1468,"maya, tum mujhe mera bachelorhood bapas de do. mai kuch dino ke liye kumara rahna chata hu. ",indu,neutral,56,37
1469,"okay, di, maine tumhe tumhara azadi di. ",maya,joy,56,38
1470,"keya baat hain, what a gift dad!",sahil,joy,56,39
1471,what fun ,rosesh,joy,56,40
1472,hai na monisha? ,sahil,joy,56,41
1473,"no rokdhok, no interference. tum jo chahe karo. ",maya,joy,56,42
1474,"congratulations once again dad, congratulations. mai kehta hun dad har saadi shuda aadmi ko aisa life main ek bar try karna chahiye. he na monisha?   ",sahil,neutral,56,43
1475,"sahil, tum bhi kuch dino ke liye bachelor banna chate ho?",monisha,joy,56,44
1476,"nehi, aisa kuch khash nehi lekin char se aat dash bara chouda shola dino ke liye, kyunki keya hai usse pati patni ki, matlab hum dono ki relationship sudhar jayegi. ",sahil,joy,56,45
1477,"thik hai, toh diye. maine bhi tumhe azad ho kar jine ke liye kuch din diye. ",monisha,sadness,56,46
1478,okay agar tum ahi chate ho toh ,sahil,neutral,56,47
1479,"ahahahaha, dekha, dil me toh khushi ke laddu fut rahi hai, hurray hurray its a holi holi day, lekin bata aisa raha hai ki kohi khash khushi nehi huyi hena? ",indu,contempt,56,48
1480,"well, then its settled. tum tino monisha ke ghar rahoge, aur monisha aur mai iha, spinster ke tarah. well if men can d it, so can we. ",maya,contempt,56,49
1481,"ha rosesh, mila cockroach? hahahaha, are rosesh bai, chala loker loker wale jewan pirsa come on ",indu,neutral,57,0
1482,dad iha aaye help kijiye come on ,sahil,neutral,57,1
1483,"keya pagal ho gaye ho? tum maharaj ho na? malik ko bolta hai madat karne ko? naukri se nikal du keya? chalao chalao fatafat khana banao. aur jate jate hamare wo rosesh bai ko chor dena, aur raste me kuch faltu lafra mat karna ok? ",indu,anger,57,2
1484,mila cockroach?,sahil,neutral,57,3
1485,lagta hai bhag geya badmaas ,rosesh,neutral,57,4
1486,"ha hahaha bhag geya bhag geya, tumhara hatiar bhag geya. are iye rosesh bai hai na, ek kam thik se nehi kar sakti. hahaha, chalo chalo chalo. ",indu,joy,57,5
1487,"dusra dhund ke le ke aa, ja",sahil,anger,57,6
1488,"ek ek karke sare dhund liye the, sab fenk diye. ",rosesh,anger,57,7
1489,rosesh maine tujhe kaha tha ki ek aadh samhal kar rakh. ,sahil,anger,57,8
1490,"meri hobby nehi hai cockroach collect karna, meri hobby hai kavita likhna",rosesh,neutral,57,9
1491,what is what? hahaha ,maya,joy,58,0
1492,"mammi ji, aap itna kyun hash rahi hai? ",monisha,joy,58,1
1493,kyunki tum bate hi aise karte ho beta,maya,joy,58,2
1494,keya? maine to sirf itna kaha ki hum dono best friends hain na?,monisha,joy,58,3
1495,"oh, stop it. don't start me off again. [laughing] oh my god, monisha beta best friends wo hote hain jinke bare main hum sab such jante hain",maya,joy,58,4
1496,toh mere bare main aap sabkuch janti toh hai ,monisha,joy,58,5
1497,can i finish please? aur uske wawajut hum unhe pasand karte hai,maya,neutral,58,6
1498,matlab aap mujhe pasand nehi karti? ,monisha,sadness,58,7
1499,"well agar mai honestly kahu, sacche dil se, agar ek minute ke liye mai tumhari dher sari buraiya bhul jau, ihe bhi bhul jau ki tum kitni middle class ho, toh bhi tum mujhe acchi nehi lagti beta ",maya,contempt,58,8
1500,"waise ek bat kahu mammi ji, aap bhi mujhe kohi khash acchi nehi lagti. ",monisha,joy,58,9
1501,"that's good. that's honest. you know agar tum actually iye kaha hota ki mai tumhe acchi lagti hu, toh tum mujhe aur bhi acchi nehi lagti. monisha, kyun na hum ish mauke ka fayda uthakar, afterall we are roommates, kyun na hum ek dusre ko ek dursi ki saari buraiya bata dain. ",maya,neutral,58,10
1502,matlab?,monisha,neutral,58,11
1503,"matlab tumhari jo saari doso tinsoo char hazar panch hazar, jo saari buraiya hai, mai tumhe bata deti hu. ",maya,neutral,58,12
1504,"lekin mammi ji, mai aapko aapki saari buraiya nehi bata paungi. ",monisha,neutral,58,13
1505,"kyun? ek do buraiya batane main tumhe keya problem ho sakti hai? and besides, we have help. the wine will help us talk. ",maya,joy,58,14
1506,wine?,monisha,surprise,58,15
1507,"khana, khana ",indu,neutral,59,0
1508,soup ,sahil,neutral,59,1
1509,"iye keya hai? soup kisne kaha? iye soup foup nehi chaiye mujhe, kuch mave ke kachui bagera talke lao. ",indu,anger,59,2
1510,"enough dad, ab aap mujhe irritate kar rahe hai. and by the way, is pure ghar ma aap akela bachelor nehi bane. ",sahil,anger,59,3
1511,"chup raho. aur jao mere liye papad senke lao. hahahaha. ab tum dono mera kuch nehi bigar sakte, kyunki tumhara pet cockroach bhag chuka hai. ",indu,joy,59,4
1512,sahil bhai,rosesh,joy,59,5
1513,mil geya?,sahil,neutral,59,6
1514,"ek nehi, do do. ",rosesh,joy,59,7
1515,yes! hihi hahahahaha,sahil ,joy,59,8
1516,hihihihi hahahaha,rosesh,joy,59,9
1517,nehi ,indu,fear,59,10
1518,hihihi hahahaha,sahil & rosesh,joy,59,11
1519,"nehi rosesh beta, mere laal. ",indu,fear,59,12
1520,"shut up maharaj, get up, khana banao, chalo. chalo. ",sahil,anger,59,13
1521,"banata hu, banata hu. ",indu,fear,59,14
1522,"hihihihi hahahaha, iske bad bartan bhi thik se saaf karna indu bai. ",rosesh,contempt,59,15
1523,trophy?,madhu,neutral,60,0
1524,haa. world's best wife ki. sahil bhai ne kharide hain,kismi,joy,60,1
1525,sahil ne?,madhu,neutral,60,2
1526,haa. ,kismi,neutral,60,3
1527,kiske liye?,madhu,neutral,60,4
1528,madhu fufa mere liye. aur kiske liye? ,monisha,neutral,60,5
1529,world's best wife? ,madhu,contempt,60,6
1530,iye mammi ji ke uha jaa kar aye hai keya?,monisha,neutral,60,7
1531,haa,kismi,neutral,60,8
1532,"hmm. mujhe laga hi. fir thik hai. iha toh nehi hai. kismi, jaldi se clue parna. hume iye trophy kisi bhi tarah se pahle dhund nikalni hai. ",monisha,neutral,60,9
1533,"haa. ish gharka hain wo aisa kona, jaha hota hai aksar rona dhona",kismi,neutral,60,10
1534,hey mujhe de ,madhu,neutral,60,11
1535,haa ,kismi,neutral,60,12
1536,rona dhona?,monisha,neutral,60,13
1537,haa,kismi,neutral,60,14
1538,matlab pressure cooker?,monisha,neutral,60,15
1539,haa?,kismi,surprise,60,16
1540,"nehi. are haa, mere guest bedroom ka pankha. rosesh bhaiya atmahatya ka dhamki dekar usi pankhe par latak kar jor jor se ro rahe the pichle mahine.",monisha,joy,60,17
1541,accha? ha. are par isme toh aksar rona dhona likha hai monisha,kismi,neutral,60,18
1542,haa. toh rosesh bhaiya che-saat bar latke hai na us pankhe par. ek bar toh aise uuuu karke gol gol bhi ghume the.,monisha,joy,60,19
1543,kyun? ,kismi,neutral,60,20
1544,daddy ji ne pankha on kar diya tha na.,monisha,joy,60,21
1545,hahahaha,kismi,joy,60,22
1546,indu breakfast ke liye ayo na baba sab thanda ho raha hain. o newspaper bad me parna tum,maya,neutral,61,0
1547,please ,indu,neutral,61,1
1548,hi dad good morning mom ,sahil,neutral,61,2
1549,good morning,indu & maya,neutral,61,3
1550,nasta karoge? okma banaye hai maine ,maya ,joy,61,4
1551,nehi mai nasta karke aya hu ,sahil,neutral,61,5
1552,accha keya khaya naste me? ,maya,joy,61,6
1553,khaya nasta,sahil,neutral,61,7
1554,i understand. me tumhare liye juice lati hu,maya,joy,61,8
1555,dad mujhe aapke wo platinum cufflinks chahiye ,sahil,neutral,61,9
1556,"of course, ah parsu wali party ke liye chahiye kyun? ",indu,joy,61,10
1557,parsu kohi khash party me ja rahe ho?,maya,neutral,61,11
1558,ji mom mere ek patient ne mujhe invite kiya hain ,sahil,neutral,61,12
1559,"oh sahil, wo mere cupboard me pare hain. le le jake. aur suno, maine maya ko bilkul nehi bataya ki parsu tujhe ek special party main invitation hain, female partner ke sath. ",indu,neutral,61,13
1560,"sahil, tumhe parsu kisi special party me jana hain female partner ke sath?",maya,neutral,61,14
1561,ji mom,sahil,fear,61,15
1562,maya iye dekho kaun hai? ,indu,neutral,61,16
1563,sachin tendulkar ,maya,neutral,61,17
1564,hum hum ,indu,neutral,61,18
1565,oh my god! tumhe parsu sachin tendulkar ke party me jana hain? ,maya,surprise,61,19
1566,nehi nehi mom,sahil,fear,61,20
1567,"nehi nehi maya wo nehi, iye dekho keya likha hain paro paro ",indu,neutral,61,21
1568,is crickter and former batsman vishal guha ,maya,neutral,61,22
1569,maya tumne vishal guha ka naam suna hain? ,indu,neutral,61,23
1570,"of course sune hai, india ke opening batsman the, 1990",maya,neutral,61,24
1571,nehi maya hamare gharke kisi ke muh se tumne vishal guha ka naam suna hai?,indu,neutral,61,25
1572,ohh now i understand vishal guha ne tumhe special party ke liye bulaya hai?,maya,joy,61,26
1573,ji mom ,sahil,fear,61,27
1574,aur tumne mujhe bataya nehi?,maya,neutral,61,28
1575,i wanted to surprise you,sahil,neutral,61,29
1576,oh so sweet i am surprised i am totally surprised. accha kitne baaje jana hoga party ke liye hume?,maya,joy,61,30
1577,saam ko sat baje. lekin ,sahil,neutral,61,31
1578,lekin keya? i understand ,maya,sadness,61,32
1579,app ko bura laga mom? ,sahil ,neutral,61,33
1580,"bura toh lagega hi na? itne special party ke liye tum monisha ko nehi le ja rahe, iye baat sunke us bechari ke liye bura toh lagega hi na? lekin you got to promise me that to make up for this, tum monisha ko uske favourite restaurant me khana khane le jaoge, sree sundar lunch home me rawa masala dosa, misar pau and ganga jamuna juice. promise me, promise me",maya,contempt,61,34
1581,i promise you mom lekin ,sahil,neutral,61,35
1582,"aww wonderful, accha kaunsi saree pahnu mai? kaunsi saree pahnu? i am so excited ohohoho ",maya,joy,61,36
1583,kyun mujhe aise dekh rahe tu? paper chahiye? ,indu,neutral,61,37
1584,mai kal ane wali paper ki headline soch raha tha ki ek sage bete ne appne bap ki goli mar kar hatya kar di ,sahil,anger,61,38
1585,maya ,indu,fear,61,39
1586,oye jugal tenu pata hai mai world famous cricketer vishal guha ke party main jaa rahi hun haa hihi. are ha ha photo toh khicwaungi lekin mai unse ek friendly match ke request bhi karungi one tappe catch haa. accha sun na mesha mausi aa gayi,monisha,joy,62,0
1587,hi monisha,sahil,neutral,62,1
1588,accha bye jugal. sahil ghar dekho na ,monisha,joy,62,2
1589,are wah ghar bilkul saaf sutra lag raha hai ,sahil,joy,62,3
1590,haa tum mujhe itni sandar party mai le ja rahe ho toh mai tumhare liye itna to kar hi sakti hu nah. i love you. ,monisha,joy,62,4
1591,i love you too. lekin,sahil,fear,62,5
1592,lekin keya?,monisha,neutral,62,6
1593,lekin ,sahil,fear,62,7
1594,"batao na, hickhicha kyun rahe ho? bolo",monisha,joy,62,8
1595,monisha mai tumhe party me nehi le ja sakta. mai mom ko le ja raha hu. i hope you don't mind that ,sahil,fear,62,9
1596,"i hate you. kutte kamine haramzade. jab mujhe le kar hi nehi jana tha toh mujhe jhute sapne kyun dikhaye? mai iye ghar saaf e na karti na. jhute makkar mammi ke chamche. i hate you, mai ghar chorke ja rahi hu.  ",monisha,anger,62,10
1597,sahil. keya hua? lekin keya? umma. ,monisha,joy,62,11
1598,lekin tum acche kapre pahenna party ke liye ,sahil,neutral,62,12
1599,"itni si baat, pata hai sahil maine ek neyi dress bhi khareed liye hain. pahenke dikhati hu haa? ",monisha,joy,62,13
1600,"oh my god, ab mera keya hoga? kaun bachayega mujhe? ",sahil,fear,62,14
1601,hello sahil bhai,kismi,joy,62,15
1602,hi kismi,sahil,joy,62,16
1603,"iye lo pere khao, mujhe naukri mil gayi hai. ",kismi,joy,62,17
1604,congratulations! kaha pe?,sahil,neutral,62,18
1605,"ek entertainment company me. baccho ke liye party organize karti hai. iye dekhiye, mera pahla karikram. baccho ke liye treasure hunt rganize kiya hai, jo sabse pahle chupa hua khazana hunkar dikhayega na",kismi,neutral,62,19
1606,"eureka, thats it! thanks a lot kismi. mujhe mera rasta mil geya ",sahil,joy,62,20
1607,"momma, clue me saaf likha hai, jaha khade rahne par shase bari atakti, jaha chori chupke moti si ek cheez sada bhatakti ",rosesh,neutral,63,0
1608,"shas kaha atakti hai? i know. monisha ke ghar pe. i am sure usne trophy wohi chupayi hai, monisha ke ghar pe kachre ke badbu se sash nehi rukti? dont you remember pichle bar mai uske ghar geyi thi usko invite karne ke liye tab jaake monisha aaj saam hamari ghar pe party hai lekin ho sake toh tum mat ana - karke mujhe ana para tha?  ",maya,disgust,63,1
1609,makes sense. lekin moti si ek cheez sada bhatakti? ,rosesh,neutral,63,2
1610,chuha. dont you remember pichle saal monisha ke ghar pe mota sa chuha aapne pure joint family ko le karke saath me rahne aa geya tha. ,maya,neutral,63,3
1611,toh abhi bhi wo wohi honge? ,rosesh,neutral,63,4
1612,of course uha honge. abhi tak toh chuhe ne uha ke liye ration card bhi banwa liya hoga. imandari se monisha ko kiraya bhi deta hoga wo. ,maya,contempt,63,5
1613,mom you are so funny ,rosesh,joy,63,6
1614,"infact monisha aur chuha diwali pe ek dusre ko gifts dete honge acche paroshi ke tarah. ek minute, ush second clue dikhao. usse confirmation mil jayegi humko. haa, iye raha. ",maya,neutral,63,7
1615,"wo trophy ahi kahi hai apne ghar pe, uha nehi. ",maya,fear,63,8
1616,kaise? ,rosesh,surprise,63,9
1617,"ouf iye badan, rangila badan, lachila badan, sharmila badan, meri angrayi me hai bewafayi ",rosesh,neutral,64,0
1618,hey rosesh ,indu,neutral,64,1
1619,oh hi dad,rosesh,joy,64,2
1620,keya keya teri angrayi me keya hai? bewafayi? ,indu,joy,64,3
1621,haa,rosesh,joy,64,4
1622,"hahaha, iye side business kab se suru kiya tune? ",indu ,joy,64,5
1623,"daad, neyi natak ki taiyari kar raha hun. usme ek cabre dancer ke atma mere sarir main aa jati hain. ",rosesh,neutral,64,6
1624,"are re re re re, bechari ki atma ko marke bhi shanti nehi mili. very sad story i must say ",indu,contempt,64,7
1625,take off dad. chuwo na chuwo na mujhe chuwo na,rosesh,neutral,64,8
1626,"dekh, waise bhi ise kohi chuta nehi hain upar se request kiye jaa raha hain ",indu,contempt,64,9
1627,"very funny. sahil bhai, mai natak main ek cabre dancer ke atma mere sarir main aa jati hain ",rosesh,neutral,64,10
1628,bolo,indu,neutral,64,11
1629,fantastic and all the best. but guys listen to this news. mujhe all india cricket couples club ke dinner ka invitation mila hain ,sahil,joy,64,12
1630,are wah iska matlab bare bare cricketers apne patni wo ke saath uha honge na? ,indu,joy,64,13
1631,yes,sahil,joy,64,14
1632,toh aap ko iye invitation?,rosesh,neutral,64,15
1633,vishal guha ne mujhe invite kiya hain. vishal guha daad. i cant believe it. mere bahat acche dost ban gaye hain and the rest is going to be history. vishal guha ke saath mai party main jayunga ,sahil,joy,64,16
1634,tu akela jayega?,indu,neutral,64,17
1635,nehi ek partner allowed hain,sahil,neutral,64,18
1636,"haa, toh kab jaa rahe hain hum dono?  ",indu,joy,64,19
1637,female partner only daad. ,sahil,contempt,64,20
1638,toh sahil bhai mere natak main na cabre dancer ki ,rosesh,neutral,64,21
1639,sarir me kisi female ki atma ghus gayi ho aisa sarir nehi chalega rosesh. original female sarir hi chahiye ,sahil,contempt,64,22
1640,are par iye bata is bar tu kisko le jayenga sahil? monisha ko ya maya ko? ye ye ye fasa haha dekha ,indu,joy,64,23
1641,"well mai sach bata dunga na mom ko, party se ane ke baad ",sahil,neutral,64,24
1642,haa,indu,joy,64,25
1643,matlab aap iye baat pahle chupane wale the momma se? ,rosesh,neutral,64,26
1644,"obviously, and mind you rosesh mind you agar tumne mom ko kuch bhi bataya na toh tumhari wo cabre dancer ke atma ke saath saath tumhari atma ko bhi bhatka dunga mai ",sahil,anger,64,27
1645,"nehi nehi mai nehi, iye narad muni maharaj hai na ",rosesh,neutral,64,28
1646,dad,sahil,neutral,64,29
1647,nehi nehi mai sahil mai hargis nehi bataunga maya ko ki tumhe invite kiya hai vishal guha ne okay? ,indu,neutral,64,30
1648,"madhu fufa, madhu fufa. mili?",monisha,neutral,65,0
1649,haa? ,madhu,neutral,65,1
1650,trophy mili?,monisha,anger,65,2
1651,"bad me, bad me. juice bad me. pehle trophy dhundo. ",madhu,neutral,65,3
1652,aah,monisha,surprise,65,4
1653,hi guys,sahil,joy,65,5
1654,hi ,monisha,joy,65,6
1655,how is it going? ,sahil,joy,65,7
1656,"maine pura ghar chan mara sahil, trophy kahi nehi mil rahi hai. ",monisha,sadness,65,8
1657,"dhundo dhundo dhundo. party main saath chalna hai na mere sath? come on, come on. dhundo. ",sahil,neutral,65,9
1658,"haa, lekin. accha, by the way, tunme jo mujpe inzaam lagaya tha na ki maine tumhara favourite pen kho diya hai, wo mil geya. ",monisha,joy,65,10
1659,well,sahil,neutral,65,11
1660,"aur iye dekho, tumhari khoyi huyi tie bhi mili fridge me se. aur maine jo tumpe inzaam lagaya tha ke tum apna goggles clinic me bhul aye hoge ",monisha,neutral,65,12
1661,wo ahi mila na? ,sahil,neutral,65,13
1662,haa. ,monisha,neutral,65,14
1663,look,sahil,neutral,65,15
1664,"aur iye jisme tha na sahil, wo purana cooker bhi mil geya hai. dekho. ",monisha,joy,65,16
1665,very good,sahil,joy,65,17
1666,"aur haa, tumne jo mujse itne confidently kaha tha ki maine tumhari favourite kitaab raddi wali ko bech di hogi",monisha,contempt,65,18
1667,mili? ,sahil,neutral,65,19
1668,haa,monisha,neutral,65,20
1669,good ,sahil,joy,65,21
1670,"iye dekho. aa, thori si kutar liye chuho ne, lekin mil gaye. ",monisha,neutral,65,22
1671,"monisha, monisha meri iye novel parni baki thi. ab iska end chuho se puchna parega. ",sahil,neutral,65,23
1672,treasure hunt sahil? ridiculous. iye keya mazak hai? ,maya,contempt,66,0
1673,mom meai keya karu? mera man kar raha hai ki aap dono ko sath le chalu party main. ,sahil,neutral,66,1
1674,"ha to le chalo na, mai toh kahti hu hum sab chalte hai. ",monisha,joy,66,2
1675,"monisha, sirf do invitations hai party ke liye. ",maya,contempt,66,3
1676,to keya hua? royal club ke party main toh mai sabko le gayi thi. ,monisha,neutral,66,4
1677,ha to royal club ki party main sabki .. are you trying to say ki royal club ki party main hum sabke liye invitations nehi the? ,maya,fear,66,5
1678,ush party main toh mammi ji hum me se kisi ke liye hi invitation nehi tha ,monisha,neutral,66,6
1679,what!,maya,surprise,66,7
1680,ha toh daddi ji ne kaha ki party karne ka bahat man kar kahe hai toh maine aise hi kahe diya ki chalo royal club. isme kaun sa bara pahar tut para?,monisha,sadness,66,8
1681,"monisha tum hamko uha aise hi le gayi, bagar invitations ke, aise hi ",maya,disgust,66,9
